State,District,Party,Margin,Lean,Minority,Nat_Margin,Year,Fresh,Calculated_C6,Year1,Midterm,Avg_Def,DefxParty,DefxLean,DefxMin,DefxNat_Margin,DefxYear1,DefxFresh,DefxMid,Has_Pres,DefxHas_Pres,Avg_Def_Adj,Abs_lean
AZ,2,1,-0.073398343,-6.29991,1,-5.7,2014,0,-0.212974748,12,1,31.4261315,14.08083239,-88.70797678,14.08083239,-80.26074462,168.9699887,0,14.08083239,1,14.08083239,14.08083239,6.29991
CA,25,0,9.557645567,6.33328,0,-1.2,2012,0,-0.501648616,10,0,12.9677419,0,-20.70830198,0,3.923711312,-32.69759427,0,0,0,0,-3.269759427,6.33328
VA,4,0,22.634795,6.36655,0,5.7,2014,0,0.088884251,12,1,6.3667233,0,-9.638453244,0,-8.629349254,-18.16705106,0,-1.513920922,0,0,-1.513920922,6.36655
OH,14,0,19.57656406,6.38,1,-10.6,2008,0,0.33110385,6,0,24.6852764,0,60.98330299,9.55851144,-101.3202213,57.35106864,0,0,1,9.55851144,9.55851144,6.38
OH,14,0,33.47150932,6.38,1,6.8,2010,0,0.295187604,8,1,23.6545682,0,41.40916847,6.490465278,44.13516389,51.92372222,0,6.490465278,0,0,6.490465278,6.38
VA,4,0,14.02729927,6.39988,0,-1.2,2012,0,-0.140050881,10,0,14.8734177,0,-8.729971521,0,1.636900352,-13.64083627,0,0,0,0,-1.364083627,6.39988
TX,23,1,-2.098259536,-6.40001,1,-5.7,2014,1,-0.130555069,12,1,27.4576271,10.11232799,-64.71900026,10.11232799,-57.64026954,121.3479359,10.11232799,10.11232799,1,10.11232799,10.11232799,6.40001
PA,12,1,21.58857666,6.4333313,1,8,2006,0,-0.291890038,4,1,20.4830054,7.049781965,45.35358297,7.049781965,56.39825572,28.19912786,0,7.049781965,0,0,7.049781965,6.4333313
ME,2,1,18.56415751,6.4333353,1,-2.6,2004,1,0.377043457,2,0,13.9209226,1.402991475,9.025914579,1.402991475,-3.647777834,2.805982949,1.402991475,0,0,0,1.402991475,6.4333353
ME,2,1,41.0374694,6.4333353,1,8,2006,0,1.058239592,4,1,12.7287854,-0.704438035,-4.531886079,-0.704438035,-5.635504282,-2.817752141,0,-0.704438035,0,0,-0.704438035,6.4333353
AZ,2,1,0.83960873,-6.46656,1,1.2,2012,0,-0.87973569,10,0,13.2352941,-3.000239596,19.40122936,-3.000239596,-3.600287515,-30.00239596,0,0,1,-3.000239596,-3.000239596,6.46656
CA,50,0,5.061211731,6.48,1,-10.6,2008,0,-0.509680015,6,0,12.5827815,0,-16.48501282,-2.54398346,26.96622468,-15.26390076,0,0,1,-2.54398346,-2.54398346,6.48
CA,50,0,17.69508645,6.48,1,6.8,2010,0,-0.486500354,8,1,18.2222222,0,6.856612919,1.058119278,7.195211088,8.464954222,0,1.058119278,0,0,1.058119278,6.48
IA,1,0,14.50764806,-6.5,0,4.8,2002,0,0.296764746,0,1,8.0329557,0,9.258531518,0,-6.837069428,0,0,-1.424389464,1,-1.424389464,-1.424389464,6.5
NC,4,1,25.03633485,6.5,1,-4.8,2002,0,0.496861594,0,1,17.1457906,-2.235426717,-14.53027366,-2.235426717,10.73004824,0,0,-2.235426717,0,0,-2.235426717,6.5
ME,1,1,27.61321177,6.5,1,-4.8,2002,0,0.667144702,0,1,16.6320166,-2.749200717,-17.86980466,-2.749200717,13.19616344,0,0,-2.749200717,0,0,-2.749200717,6.5
OH,12,0,28.77169229,6.5,0,4.8,2002,1,1.821021706,0,1,6.8367347,0,-17.03396802,0,-12.57893023,0,-2.620610464,-2.620610464,1,-2.620610464,-2.620610464,6.5
PA,4,0,29.10720114,6.5,0,4.8,2002,1,1.599808036,0,1,7.9918033,0,-9.526022118,0,-7.034600948,0,-1.465541864,-1.465541864,1,-1.465541864,-1.465541864,6.5
FL,2,1,33.80642722,-6.5,1,-4.8,2002,0,1.137984676,0,1,23.3299075,3.948690183,-25.66648619,3.948690183,-18.95371288,0,0,3.948690183,0,0,3.948690183,6.5
WI,1,0,36.56579408,6.5,0,4.8,2002,0,1.742331782,0,1,8.7136929,0,-4.833739718,0,-3.569530868,0,0,-0.743652264,1,-0.743652264,-0.743652264,6.5
PA,15,0,13.50109497,6.50003,0,-1.2,2012,0,-0.137465456,10,0,19.5,0,21.20633925,0,-3.914998408,32.62498673,0,0,0,0,3.262498673,6.50003
MI,8,0,21.31840234,6.53338,0,-1.2,2012,0,0.376695518,10,0,13.5732323,0,-17.40668197,0,3.197122832,-26.64269027,0,0,0,0,-2.664269027,6.53338
PA,4,0,-3.856205035,6.5666667,0,-8,2006,0,-1.423704088,4,1,9.9667774,0,-6.394506573,0,7.790261775,-3.895130887,0,-0.973782722,1,-0.973782722,-0.973782722,6.5666667
PA,4,0,27.17548014,6.5666667,0,2.6,2004,0,0.72813019,2,0,10.5087573,0,-10.15949421,0,-4.022540833,-3.094262179,0,0,1,-1.54713109,-1.54713109,6.5666667
CA,3,1,8.460986118,6.56674,1,1.2,2012,0,-0.939990587,10,0,14.1552511,-2.080282596,-13.66067493,-2.080282596,-2.496339115,-20.80282596,0,0,1,-2.080282596,-2.080282596,6.56674
WI,8,0,11.98067877,6.6001,0,-1.2,2012,1,0.04657919,10,0,16.9502205,0,4.704017815,0,-0.855263008,7.127191732,0.712719173,0,0,0,0.712719173,6.6001
AZ,9,1,21.87512387,6.62,1,-1.1,2016,0,0.066743387,14,0,30.9318716,16.77201334,111.0307283,16.77201334,-18.44921467,234.8081867,0,0,1,16.77201334,16.77201334,6.62
OH,10,0,22.0504417,6.63325,0,-1.2,2012,0,0.328428098,10,0,17.5803403,0,8.907386619,0,-1.611406768,13.42838973,0,0,0,0,1.342838973,6.63325
MA,6,1,1.110677898,6.63336,1,1.2,2012,0,-1.5002862,10,0,13.7997433,-2.435790396,-16.15747458,-2.435790396,-2.922948475,-24.35790396,0,0,1,-2.435790396,-2.435790396,6.63336
NE,2,0,1.990059762,6.65,0,-8.6,2018,1,-0.654216782,16,1,4.3117745,0,-15.39552262,0,19.90999917,-37.04185893,-2.315116183,-2.315116183,1,-2.315116183,-2.315116183,6.65
NE,2,1,-1.201492848,-6.68,1,-1.1,2016,1,-0.213928316,14,0,30.2752294,16.11537114,-107.6506792,16.11537114,-17.72690825,225.6151959,16.11537114,0,1,16.11537114,16.11537114,6.68
VA,2,0,-2.235918069,6.69,0,-8.6,2018,1,-1.217810075,16,1,5.8098592,0,-5.465940622,0,7.026470754,-13.07250373,-0.817031483,-0.817031483,1,-0.817031483,-0.817031483,6.69
MI,6,0,4.550876165,6.7,0,-8.6,2018,0,-0.508524165,16,1,10.5352591,0,26.18606839,0,-33.61196839,62.53389467,0,3.908368417,1,3.908368417,3.908368417,6.7
MI,6,0,22.23506744,6.7,0,1.1,2016,0,0.458237656,14,0,8.5476551,0,2.206587123,0,0.362275498,4.610779063,0,0,0,0,0.329341362,6.7
CA,24,1,10.19455526,6.70004,1,1.2,2012,0,-1.061445467,10,0,10.9917877,-5.243745996,-35.13330792,-5.243745996,-6.292495195,-52.43745996,0,0,1,-5.243745996,-5.243745996,6.70004
FL,18,1,19.56870081,-6.70013,1,-5.7,2014,1,0.681785034,12,1,26.835443,9.49014389,-63.58519778,9.49014389,-54.09382017,113.8817267,9.49014389,9.49014389,1,9.49014389,9.49014389,6.70013
PA,6,0,4.202105263,-6.72,1,-10.6,2008,0,0.085628463,6,0,24.8756219,0,-65.51231864,9.74885694,-103.3378836,58.49314164,0,0,1,9.74885694,9.74885694,6.72
PA,6,0,14.20497475,-6.72,1,6.8,2010,0,-0.135025097,8,1,21.8690401,0,-31.61717783,4.704937178,31.99357281,37.63949742,0,4.704937178,0,0,4.704937178,6.72
IL,17,1,21.35211268,6.7666653,1,-2.6,2004,0,0.27013184,2,0,10.1340034,-2.383927725,-16.13124102,-2.383927725,6.198212086,-4.767855451,0,0,0,0,-2.383927725,6.7666653
PA,7,0,-12.75444493,-6.7666683,0,-8,2006,0,-0.974981208,4,1,13.9393939,0,-20.29211346,0,-23.99067023,11.99533511,0,2.998833778,1,2.998833778,2.998833778,6.7666683
IL,10,0,6.750969299,-6.7666683,0,-8,2006,0,0.398148325,4,1,14.8556876,0,-26.492369,0,-31.32101983,15.66050991,0,3.915127478,1,3.915127478,3.915127478,6.7666683
PA,7,0,18.42123356,-6.7666683,0,2.6,2004,0,0.580901604,2,0,14.4513827,0,-16.20951541,0,6.228285207,4.790988621,0,0,1,2.39549431,2.39549431,6.7666683
IL,10,0,28.28763584,-6.7666683,0,2.6,2004,0,1.219850408,2,0,14.9700599,0,-19.71923198,0,7.576845927,5.828343021,0,0,1,2.91417151,2.91417151,6.7666683
CA,3,1,5.44922135,6.80005,1,-5.7,2014,0,-0.539747234,12,1,19.4562447,2.11094559,14.35453556,2.11094559,-12.03238986,25.33134708,0,2.11094559,1,2.11094559,2.11094559,6.80005
MI,8,0,-3.834387707,6.82,0,-8.6,2018,0,-2.018213212,16,1,6.8516912,0,1.533139525,0,-1.933284446,3.596808271,0,0.224800517,1,0.224800517,0.224800517,6.82
MI,8,0,16.85106058,6.82,0,1.1,2016,1,0.597471153,14,0,5.8733791,0,-15.99245423,0,-2.579428102,-32.82908494,-2.344934638,0,0,0,-2.344934638,6.82
NY,27,1,27.23206263,6.82,0,-6.8,2010,0,3.84348044,8,1,4.0790312,-2.86268695,-19.523525,0,19.46627126,-22.9014956,0,-2.86268695,1,-2.86268695,-2.86268695,6.82
NY,27,1,40.468273,6.82,0,10.6,2008,0,3.52616221,6,0,3.9215686,-1.76503131,-12.03751353,0,-18.70933189,-10.59018786,0,0,0,0,-1.76503131,6.82
CA,26,1,2.663267169,6.86662,1,-5.7,2014,1,-0.463134834,12,1,17.8631052,0.51780609,3.555577653,0.51780609,-2.951494713,6.213673079,0.51780609,0.51780609,1,0.51780609,0.51780609,6.86662
NJ,11,0,19.14583035,6.87,0,1.1,2016,0,0.098312808,14,0,7.1865443,0,-7.088256041,0,-1.134946382,-14.44477214,0,0,0,0,-1.031769438,6.87
MN,2,0,16.06416265,6.8999997,0,2.6,2004,1,0.144074656,2,0,9.4728171,0,-17.82319112,0,-6.715985353,-5.166142579,-2.58307129,0,1,-2.58307129,-2.58307129,6.8999997
MN,2,0,16.15130447,6.8999997,0,-8,2006,0,0.668535148,4,1,8.3471074,0,-17.894823,0,20.74762177,-10.37381089,0,-2.593452722,1,-2.593452722,-2.593452722,6.8999997
MI,7,0,10.3182014,6.90001,0,-1.2,2012,1,-0.073775227,10,0,14.7281922,0,-10.41424807,0,1.811170952,-15.09309127,-1.509309127,0,0,0,-1.509309127,6.90001
WI,1,0,26.63844259,6.90012,0,5.7,2014,0,0.822787797,12,1,5.0918197,0,-19.24322386,0,-15.89629977,-33.46589426,0,-2.788824522,0,0,-2.788824522,6.90012
IL,17,1,-9.617492383,6.92,0,-6.8,2010,0,-4.63099759,8,1,4.587156,-2.35456215,-16.29357007,0,16.01102262,-18.8364972,0,-2.35456215,1,-2.35456215,-2.35456215,6.92
KS,3,1,-19.74108923,-6.98,0,-6.8,2010,0,-4.016089332,8,1,5.3449347,-1.59678345,11.14554848,0,10.85812746,-12.7742676,0,-1.59678345,1,-1.59678345,-1.59678345,6.98
KS,3,1,16.78491214,-6.98,0,10.6,2008,0,-0.005985913,6,0,4.2656587,-1.42094121,9.918169645,0,-15.06197683,-8.52564726,0,0,0,0,-1.42094121,6.98
WA,1,1,10.07318944,6.99999,1,-5.7,2014,0,-0.359087241,12,1,16.7644593,-0.58083981,-4.065872862,-0.58083981,3.310786917,-6.970077721,0,-0.58083981,1,-0.58083981,-0.58083981,6.99999
WI,3,1,3.796451023,7.02,0,-6.8,2010,0,-0.863131586,8,1,9.1531756,2.21145745,15.5244313,0,-15.03791066,17.6916596,0,2.21145745,1,2.21145745,2.21145745,7.02
WI,3,1,28.74523008,7.02,0,10.6,2008,0,0.37330415,6,0,5.2573326,-0.42926731,-3.013456516,0,-4.550233485,-2.57560386,0,0,0,0,-0.42926731,7.02
TX,23,0,-4.750506065,7.03328,0,-1.2,2012,1,-1.203888898,10,0,13.4980989,0,-19.2669843,0,3.287282912,-27.39402427,-2.739402427,0,0,0,-2.739402427,7.03328
TX,23,1,-4.952683886,-7.08,0,-6.8,2010,0,-1.291859524,8,1,5.1136364,-1.82808175,12.94281879,0,12.4309559,-14.624654,0,-1.82808175,1,-1.82808175,-1.82808175,7.08
TX,23,1,13.84413856,-7.08,0,10.6,2008,1,0.448681988,6,0,4.829083,-0.85751691,6.071219722,0,-9.089679245,-5.14510146,-0.85751691,0,0,0,-0.85751691,7.08
MI,11,0,12.75692512,7.1,0,1.1,2016,1,-0.1334507,14,0,5.8778626,0,-16.61720308,0,-2.574496252,-32.76631594,-2.340451138,0,0,0,-2.340451138,7.1
WA,3,0,5.341995795,7.11,0,-8.6,2018,0,-0.54679435,16,1,8.8851635,0,16.05631973,0,-19.42114623,36.13236507,0,2.258272817,1,2.258272817,2.258272817,7.11
WA,3,0,23.50539618,7.11,0,1.1,2016,0,0.466851618,14,0,10.4854369,0,16.11924568,0,2.493835478,31.73972426,0,0,0,0,2.267123162,7.11
NV,4,1,-2.769515449,7.1333,1,-5.7,2014,1,-0.985759978,12,1,14.0964995,-3.24879961,-23.17466226,-3.24879961,18.51815778,-38.98559532,-3.24879961,-3.24879961,1,-3.24879961,-3.24879961,7.1333
FL,18,0,15.73939561,7.18,1,-10.6,2008,0,0.153363674,6,0,24.5584989,0,67.71984969,9.43173394,-99.97637976,56.59040364,0,0,1,9.43173394,9.43173394,7.18
FL,18,0,37.77044988,7.18,1,6.8,2010,0,0.460658876,8,1,23.252859,0,43.71726864,6.088756078,41.40354133,48.71004862,0,6.088756078,0,0,6.088756078,7.18
PA,15,0,20.36578717,7.23,0,1.1,2016,0,0.149964408,14,0,11.1363636,0,21.0975005,0,3.209854848,40.85269806,0,0,0,0,2.918049862,7.23
CA,11,0,-6.531435442,7.2333327,0,-8,2006,0,-2.082586835,4,1,8.3261058,0,-18.91121794,0,20.91563457,-10.45781729,0,-2.614454322,1,-2.614454322,-2.614454322,7.2333327
NC,8,0,0.270730644,7.2333327,0,-8,2006,0,-1.231133989,4,1,8.559322,0,-17.22428757,0,19.04990497,-9.524952487,0,-2.381238122,1,-2.381238122,-2.381238122,7.2333327
NC,8,0,11.08890576,7.2333327,0,2.6,2004,0,-0.816835593,2,0,10.907577,0,-8.306118325,0,-2.985609613,-2.296622779,0,0,1,-1.14831139,-1.14831139,7.2333327
CA,11,0,22.45582384,7.2333327,0,2.6,2004,0,0.261299122,2,0,9.4038623,0,-19.18298704,0,-6.895267833,-5.304052179,0,0,1,-2.65202609,-2.65202609,7.2333327
FL,24,0,15.88145541,7.2333337,0,-8,2006,0,0.391447647,4,1,12.9597198,0,14.60525575,0,-16.15327743,8.076638713,0,2.019159678,1,2.019159678,2.019159678,7.2333337
MI,4,1,-35.69047131,-7.28,0,-6.8,2010,0,-2.169857797,8,1,17.1446384,10.20292025,-74.27725942,0,-69.3798577,81.623362,0,10.20292025,1,10.20292025,10.20292025,7.28
MI,4,0,26.2593855,7.28,1,-10.6,2008,0,1.164378039,6,0,12.2083559,0,-21.24601796,-2.91840906,30.93513604,-17.51045436,0,0,1,-2.91840906,-2.91840906,7.28
MI,4,0,35.69047131,7.28,1,6.8,2010,0,0.499306378,8,1,17.1446384,0,-0.141701722,-0.019464522,-0.132358752,-0.155716178,0,-0.019464522,0,0,-0.019464522,7.28
OH,14,0,30.23580949,7.29999,0,5.7,2014,1,1.280210607,12,1,9.8138748,0,14.11256389,0,11.0194143,23.19876694,1.933230578,1.933230578,0,0,1.933230578,7.29999
CA,48,0,-7.103984583,7.32,0,-8.6,2018,0,-1.742218624,16,1,10.0182149,0,24.82449327,0,-29.16538827,54.26118747,0,3.391324217,1,3.391324217,3.391324217,7.32
CA,48,0,16.63947052,7.32,0,1.1,2016,0,-0.20934402,14,0,10.1286174,0,13.9834228,0,2.101334028,26.74425126,0,0,0,0,1.910303662,7.32
CA,24,1,3.854241074,7.33331,1,-5.7,2014,0,-0.894383617,12,1,13.9495798,-3.39571931,-24.90186237,-3.39571931,19.35560007,-40.74863172,0,-3.39571931,1,-3.39571931,-3.39571931,7.33331
NY,4,1,20.57672527,7.39,1,-1.1,2016,1,0.342624121,14,0,15.408805,1.248946735,9.229716372,1.248946735,-1.373841409,17.48525429,1.248946735,0,1,1.248946735,1.248946735,7.39
NY,4,1,25.52669808,7.39,1,8.6,2018,0,-0.199045944,16,1,16.2891986,0.642886214,4.75092912,0.642886214,5.528821438,10.28617942,0,0.642886214,0,0,0.642886214,7.39
MN,2,1,-11.10262846,-7.5,1,-4.8,2002,1,-0.714937473,0,1,17.6041667,-1.777050617,13.32787962,-1.777050617,8.52984296,0,-1.777050617,-1.777050617,0,0,-1.777050617,7.5
NY,1,0,-9.144681566,-7.5,0,4.8,2002,1,-1.671666209,0,1,9.2687951,0,1.414125482,0,-0.905040308,0,-0.188550064,-0.188550064,1,-0.188550064,-0.188550064,7.5
TX,23,0,4.321430469,7.5,0,4.8,2002,0,-2.470658216,0,1,7.1942446,0,-16.97325423,0,-10.86288271,0,0,-2.263100564,1,-2.263100564,-2.263100564,7.5
NY,3,0,28.32034808,-7.5,0,4.8,2002,0,1.865809444,0,1,9.0625,0,2.961338732,0,-1.895256788,0,0,-0.394845164,1,-0.394845164,-0.394845164,7.5
NY,13,0,28.49052635,-7.5,0,4.8,2002,0,1.832484435,0,1,9.3201754,0,1.028773232,0,-0.658414868,0,0,-0.137169764,1,-0.137169764,-0.137169764,7.5
NY,26,0,30.21907156,7.5,0,4.8,2002,0,1.125632566,0,1,7.2164948,0,-16.80637773,0,-10.75608175,0,0,-2.240850364,1,-2.240850364,-2.240850364,7.5
NC,2,1,32.08951327,-7.5,1,-4.8,2002,0,1.368850043,0,1,18.6612576,-0.719959717,5.399697875,-0.719959717,3.45580664,0,0,-0.719959717,0,0,-0.719959717,7.5
NY,20,0,35.70555511,7.5,0,4.8,2002,0,1.148700613,0,1,11.8478261,0,17.92860702,0,11.47430849,0,0,2.390480936,1,2.390480936,2.390480936,7.5
MI,1,1,36.57465411,-7.5,1,-4.8,2002,0,1.302654058,0,1,23.0526316,3.671414283,-27.53560713,3.671414283,-17.62278856,0,0,3.671414283,0,0,3.671414283,7.5
MI,6,0,39.8562531,7.5,0,4.8,2002,0,1.794153068,0,1,9.8989899,0,3.312335518,0,2.119894732,0,0,0.441644736,1,0.441644736,0.441644736,7.5
CT,4,1,16.97735762,7.5333,1,1.2,2012,0,-0.32480556,10,0,16.8652038,0.629670104,4.743493794,0.629670104,0.755604125,6.29670104,0,0,1,0.629670104,0.629670104,7.5333
WI,3,1,28.25461202,7.56662,1,1.2,2012,0,0.301871809,10,0,19.1326531,2.897119404,21.92140162,2.897119404,3.476543285,28.97119404,0,0,1,2.897119404,2.897119404,7.56662
OH,16,0,16.67729944,7.5666647,0,-8,2006,0,0.617413251,4,1,9.1210614,0,-13.76753675,0,14.55598977,-7.277994887,0,-1.819498722,1,-1.819498722,-1.819498722,7.5666647
OH,16,0,33.09458176,7.5666647,0,2.6,2004,0,1.276210733,2,0,10.0755668,0,-14.98442947,0,-5.148836133,-3.960643179,0,0,1,-1.98032159,-1.98032159,7.5666647
CA,24,0,16.30783997,7.58,1,-10.6,2008,0,0.315643987,6,0,12.8306134,0,-17.40482883,-2.29615156,24.33920654,-13.77690936,0,0,1,-2.29615156,-2.29615156,7.58
CA,24,0,19.87900172,7.58,1,6.8,2010,0,-0.47913871,8,1,15.5794807,0,-12.01143645,-1.584622222,-10.77543111,-12.67697778,0,-1.584622222,0,0,-1.584622222,7.58
CO,7,1,11.68872444,7.62,0,-6.8,2010,0,-0.084161988,8,1,5.1745636,-1.76715455,-13.46571767,0,12.01665094,-14.1372364,0,-1.76715455,1,-1.76715455,-1.76715455,7.62
CO,7,1,26.96342149,7.62,0,10.6,2008,1,0.959864251,6,0,5.016538,-0.67006191,-5.105871754,0,-7.102656245,-4.02037146,-0.67006191,0,0,0,-0.67006191,7.62
MD,6,0,-20.87165521,-7.66675,0,-1.2,2012,0,-1.534097491,10,0,17.5753688,0,-10.25709545,0,-1.605440968,13.37867473,0,0,0,0,1.337867473,7.66675
TX,25,1,7.988501799,7.72,0,-6.8,2010,0,-0.602996768,8,1,6.9767442,0.03502605,0.27040111,0,-0.238177143,0.280208404,0,0.03502605,1,0.03502605,0.03502605,7.72
TN,5,1,14.1515746,7.72,0,-6.8,2010,0,0.150185409,8,1,13.0246914,6.08297325,46.96055349,0,-41.3642181,48.663786,0,6.08297325,1,6.08297325,6.08297325,7.72
TN,5,1,34.83138729,7.72,0,10.6,2008,0,0.742703129,6,0,10.1657459,4.47914599,34.57900704,0,47.47894749,26.87487594,0,0,0,0,4.47914599,7.72
TX,25,1,35.38050643,7.72,0,10.6,2008,0,1.671983191,6,0,4.844098,-0.84250191,-6.504114745,0,-8.930520245,-5.05501146,0,0,0,0,-0.84250191,7.72
AZ,1,1,5.222727616,-7.7332,1,-5.7,2014,1,0.206437261,12,1,22.6988382,5.35353909,-41.39998849,5.35353909,-30.51517281,64.24246908,5.35353909,5.35353909,1,5.35353909,5.35353909,7.7332
NJ,5,0,12.10558911,7.73326,0,5.7,2014,0,-1.036809777,12,1,10.5485232,0,20.63140179,0,15.20691018,32.01454774,0,2.667878978,0,0,2.667878978,7.73326
IL,12,1,40.5973432,7.7666653,1,-2.6,2004,0,1.093908731,2,0,19.4444444,6.926513275,53.7959103,6.926513275,-18.00893451,13.85302655,0,0,0,0,6.926513275,7.7666653
MN,8,1,29.2191285,7.7666683,1,8,2006,0,0.050275861,4,1,13.9635733,0.530349865,4.119051482,0.530349865,4.242798918,2.121399459,0,0.530349865,0,0,0.530349865,7.7666683
MN,8,1,33.06665373,7.7666683,1,-2.6,2004,0,0.951910036,2,0,14.4338807,1.915949575,14.88054482,1.915949575,-4.981468894,3.831899149,0,0,0,0,1.915949575,7.7666683
NY,21,0,9.792703609,7.78,0,-8.6,2018,0,-0.095743546,16,1,9.2422981,0,20.3478697,0,-22.49250379,41.84651867,0,2.615407417,1,2.615407417,2.615407417,7.78
NY,21,0,26.55200252,7.78,0,1.1,2016,1,1.05316734,14,0,11.8939394,0,28.59636765,0,4.043188228,51.45875926,3.675625662,0,0,0,3.675625662,7.78
NC,13,1,10.99607078,7.82,0,-6.8,2010,0,-0.294601216,8,1,4.3130006,-2.62871755,-20.55657124,0,17.87527934,-21.0297404,0,-2.62871755,1,-2.62871755,-2.62871755,7.82
NC,13,1,31.86661981,7.82,0,10.6,2008,0,1.255749965,6,0,3.5947712,-2.09182871,-16.35810051,0,-22.17338433,-12.55097226,0,0,0,0,-2.09182871,7.82
NY,11,0,-8.539180842,7.87,0,-8.6,2018,0,-2.470886914,16,1,7.8032231,0,9.257736121,0,-10.11645879,18.82131867,0,1.176332417,1,1.176332417,1.176332417,7.87
NY,11,0,14.83763577,7.87,0,1.1,2016,1,0.066140469,14,0,11.3067655,0,24.30611536,0,3.397296938,43.23832466,3.088451762,0,0,0,3.088451762,7.87
OH,10,0,13.76124319,7.88,0,-8.6,2018,0,0.392618633,16,1,7.6726343,0,8.240459701,0,-8.993395106,16.73189787,0,1.045743617,1,1.045743617,1.045743617,7.88
OH,10,0,31.41484602,7.88,0,1.1,2016,0,1.377719425,14,0,8.8959492,0,5.339767438,0,0.745399008,9.486896463,0,0,0,0,0.677635462,7.88
FL,8,0,7.055928709,7.8999997,0,-8,2006,0,-0.38582875,4,1,10.9565217,0,0.126096463,0,-0.127692625,0.063846313,0,0.015961578,1,0.015961578,0.015961578,7.8999997
FL,8,0,21.04506721,7.8999997,0,2.6,2004,0,0.060346525,2,0,9.4719195,0,-20.41335345,0,-6.718319113,-5.167937779,0,0,1,-2.58396889,-2.58396889,7.8999997
NC,7,1,45.5971964,-7.9000017,1,8,2006,0,1.308685053,4,1,21.5785055,8.145282065,-64.34774216,8.145282065,65.16225652,32.58112826,0,8.145282065,0,0,8.145282065,7.9000017
NC,7,1,46.37475352,-7.9000017,1,-2.6,2004,0,2.004616942,2,0,19.0596138,6.541682675,-51.67930425,6.541682675,-17.00837495,13.08336535,0,0,0,0,6.541682675,7.9000017
FL,18,0,-0.575809354,7.90001,0,-1.2,2012,0,-1.143315899,10,0,15.5291171,0,-5.596242475,0,0.850061072,-7.083842268,0,0,0,0,-0.708384227,7.90001
KY,3,1,29.42235694,7.90011,1,1.2,2012,0,0.50261012,10,0,13.3419689,-2.893564796,-22.85948018,-2.893564796,-3.472277755,-28.93564796,0,0,1,-2.893564796,-2.893564796,7.90011
NJ,5,0,12.28796436,7.93324,0,-1.2,2012,0,-0.275636371,10,0,17.8299492,0,12.63327117,0,-1.910937448,15.92447873,0,0,0,0,1.592447873,7.93324
TX,15,1,14.13613655,8.02,0,-6.8,2010,0,0.387908646,8,1,4.4520548,-2.48966335,-19.96710006,0,16.92971078,-19.9173068,0,-2.48966335,1,-2.48966335,-2.48966335,8.02
TX,15,1,33.76438537,8.02,0,10.6,2008,0,1.640005742,6,0,3.8228155,-1.86378441,-14.94755097,0,-19.75611475,-11.18270646,0,0,0,0,-1.86378441,8.02
WI,1,0,11.50748648,8.03334,0,-1.2,2012,0,-0.397750809,10,0,14.4974227,0,-13.97864324,0,2.088094352,-17.40078627,0,0,0,0,-1.740078627,8.03334
MD,6,1,1.45589285,8.03338,1,-5.7,2014,1,-0.608377541,12,1,16.9491525,-0.39614661,-3.182396254,-0.39614661,2.258035677,-4.753759321,-0.39614661,-0.39614661,1,-0.39614661,-0.39614661,8.03338
PA,17,1,13.51642826,8.06668,1,-5.7,2014,1,0.115829879,12,1,14.8953975,-2.44990161,-19.76257232,-2.44990161,13.96443918,-29.39881932,-2.44990161,-2.44990161,1,-2.44990161,-2.44990161,8.06668
KY,3,1,27.92545127,8.06676,1,-5.7,2014,0,0.763870557,12,1,14.4952545,-2.85004461,-22.99062586,-2.85004461,16.24525428,-34.20053532,0,-2.85004461,1,-2.85004461,-2.85004461,8.06676
IL,14,0,-5.003718048,8.07,0,-8.6,2018,0,-3.414395113,16,1,4.6532046,0,-15.92764669,0,16.97370031,-31.57897733,0,-1.973686083,1,-1.973686083,-1.973686083,8.07
IL,14,0,18.60974809,8.07,0,1.1,2016,0,-0.104257084,14,0,6.5637066,0,-13.35267961,0,-1.820067852,-23.16449994,0,0,0,0,-1.654607138,8.07
MN,2,0,14.73618976,8.08,1,-10.6,2008,0,0.196400888,6,0,10.8049703,0,-34.92010085,-4.32179466,45.8110234,-25.93076796,0,0,1,-4.32179466,-4.32179466,8.08
MN,2,0,26.71712288,8.08,1,6.8,2010,0,-0.073370522,8,1,13.3944954,0,-30.45842878,-3.769607522,-25.63333115,-30.15686018,0,-3.769607522,0,0,-3.769607522,8.08
MN,8,1,0.562790815,-8.09,1,-1.1,2016,0,-0.60076175,14,0,14.5979703,0.438112035,-3.544326364,0.438112035,-0.481923239,6.133568492,0,0,1,0.438112035,0.438112035,8.09
CA,39,0,15.5762461,8.09995,0,-1.2,2012,0,-0.10563182,10,0,16.5201005,0,2.289039173,0,-0.339119008,2.825991732,0,0,0,0,0.282599173,8.09995
NY,4,1,22.57482871,8.10015,1,1.2,2012,0,-0.019354445,10,0,14.6843854,-1.551148296,-12.56453387,-1.551148296,-1.861377955,-15.51148296,0,0,1,-1.551148296,-1.551148296,8.10015
NM,1,1,3.605041045,8.12,0,-6.8,2010,1,-0.64358317,8,1,5.9254734,-1.01624475,-8.251907366,0,6.910464297,-8.129957996,-1.01624475,-1.01624475,1,-1.01624475,-1.01624475,8.12
